"sample002_knn_10"	"sample002_knn_11"	"sample002_knn_12"	"sample002_knn_13"	"sample002_knn_14"	"sample002_knn_15"
"EPAS1"	0.897335423197492	0.917711598746082	0.928683385579937	0.942006269592476	0.954545454545455	0.961598746081505
"EPB41"	1	1	1	1	1	1
"EPB41L1"	0.568181818181818	0.592476489028213	0.627742946708464	0.65282131661442	0.68730407523511	0.70141065830721
"EPB41L2"	1	1	1	1	1	1
"EPB41L4A"	0.749216300940439	0.786050156739812	0.804858934169279	0.825235109717868	0.840909090909091	0.853448275862069
"EPB41L4A.AS1"	0.960815047021944	0.971786833855799	0.977272727272727	0.985109717868339	0.989028213166144	0.989028213166144
"EPB41L4A.DT"	0.0164576802507837	0.0203761755485893	0.0235109717868339	0.0274294670846395	0.0282131661442006	0.0297805642633229
"EPB41L5"	0.969435736677116	0.97884012539185	0.985109717868339	0.985109717868339	0.991379310344828	0.991379310344828
"EPC1"	0.993730407523511	0.994514106583072	0.998432601880878	0.999216300940439	0.999216300940439	1
"EPC2"	0.984326018808777	0.984326018808777	0.987460815047022	0.996865203761755	0.998432601880878	1
"EPCAM"	0.934169278996865	0.940438871473354	0.946708463949843	0.95141065830721	0.952194357366771	0.952978056426332
"EPCAM.DT"	0.103448275862069	0.115987460815047	0.127742946708464	0.134796238244514	0.148119122257053	0.155172413793103
"EPG5"	0.79153605015674	0.822884012539185	0.840909090909091	0.859717868338558	0.871473354231975	0.903605015673981
"EPGN"	0.200626959247649	0.219435736677116	0.233542319749216	0.244514106583072	0.258620689655172	0.275862068965517
"EPHA1.AS1"	0.195924764890282	0.210031347962382	0.228056426332288	0.244514106583072	0.267241379310345	0.286050156739812
"EPHB1"	0.150470219435737	0.172413793103448	0.190438871473354	0.204545454545455	0.227272727272727	0.240595611285266
"EPHB4"	0.432601880877743	0.461598746081505	0.490595611285266	0.516457680250784	0.543887147335423	0.582288401253918
"EPHX1"	0.575235109717868	0.608934169278997	0.644984326018809	0.674764890282132	0.699843260188088	0.718652037617555
"EPHX2"	0.846394984326019	0.873824451410658	0.898119122257053	0.911442006269592	0.923197492163009	0.932601880877743
"EPHX3"	0.0454545454545455	0.0532915360501567	0.0603448275862069	0.0681818181818182	0.0768025078369906	0.0822884012539185
"EPHX4"	0.0407523510971787	0.0438871473354232	0.0501567398119122	0.054858934169279	0.0603448275862069	0.0666144200626959
"EPM2A"	0.676332288401254	0.706112852664577	0.72884012539185	0.752351097178683	0.770376175548589	0.793103448275862
"EPM2AIP1"	0.949059561128527	0.956896551724138	0.960815047021944	0.971786833855799	0.975705329153605	0.980407523510972
"EPN1"	0.945924764890282	0.956112852664577	0.963166144200627	0.970219435736677	0.971003134796238	0.971003134796238
"EPN2"	0.928683385579937	0.939655172413793	0.949059561128527	0.961598746081505	0.972570532915361	0.976489028213166
"EPN2.AS1"	0.0384012539184953	0.0431034482758621	0.0509404388714734	0.0525078369905956	0.054858934169279	0.0572100313479624
"EPOP"	0.401253918495298	0.425548589341693	0.455329153605016	0.4858934169279	0.513322884012539	0.540752351097179
"EPOR"	0.677899686520376	0.703761755485893	0.724137931034483	0.748432601880878	0.765673981191223	0.780564263322884
"EPPK1"	0.0258620689655172	0.030564263322884	0.0360501567398119	0.0384012539184953	0.0423197492163009	0.0446708463949843
"EPRS"	0.994514106583072	0.994514106583072	1	1	1	1
"EPS15"	0.987460815047022	0.991379310344828	0.991379310344828	0.991379310344828	0.991379310344828	0.998432601880878
"EPS15L1"	0.920062695924765	0.939655172413793	0.95141065830721	0.963949843260188	0.967868338557994	0.973354231974922
"EPS8"	0.139498432601881	0.155172413793103	0.16692789968652	0.181034482758621	0.190438871473354	0.202978056426332
"EPS8L1"	0.357366771159875	0.391849529780564	0.410658307210031	0.436520376175549	0.452978056426332	0.47884012539185
"EPS8L2"	0.301724137931034	0.331504702194357	0.351097178683386	0.367554858934169	0.401253918495298	0.421630094043887
"EPX"	0.0258620689655172	0.0266457680250784	0.0289968652037618	0.0313479623824451	0.0313479623824451	0.0329153605015674
"EQTN"	0.0564263322884013	0.0587774294670846	0.0603448275862069	0.0619122257053292	0.0681818181818182	0.0736677115987461
"ERAL1"	0.875391849529781	0.898119122257053	0.910658307210031	0.924764890282132	0.936520376175549	0.942789968652038
"ERAP1"	0.50705329153605	0.539968652037618	0.575235109717868	0.590909090909091	0.616771159874608	0.637931034482759
"ERAP2"	0.173197492163009	0.192789968652038	0.213166144200627	0.225705329153605	0.237460815047022	0.249216300940439
"ERBB2"	0.149686520376176	0.16692789968652	0.18730407523511	0.197492163009404	0.205329153605016	0.217868338557994
"ERBB3"	0.0603448275862069	0.0634796238244514	0.072884012539185	0.0862068965517241	0.0956112852664577	0.108934169278997
"ERBB4"	0.0619122257053292	0.0736677115987461	0.0830721003134796	0.0877742946708464	0.0932601880877743	0.0940438871473354
"ERBIN"	1	1	1	1	1	1
"ERC1"	0.976489028213166	0.981191222570533	0.987460815047022	0.988244514106583	0.994514106583072	0.994514106583072
"ERCC1"	0.913793103448276	0.920846394984326	0.925548589341693	0.936520376175549	0.948275862068966	0.962382445141066
"ERCC2"	0.910658307210031	0.926332288401254	0.93730407523511	0.950626959247649	0.967868338557994	0.976489028213166
"ERCC3"	0.947492163009404	0.959247648902821	0.968652037617555	0.969435736677116	0.977272727272727	0.978056426332288
"ERCC4"	0.630094043887147	0.658307210031348	0.684169278996865	0.700626959247649	0.721786833855799	0.743730407523511
"ERCC5"	0.952978056426332	0.962382445141066	0.970219435736677	0.975705329153605	0.980407523510972	0.981191222570533
"ERCC6"	0.831504702194357	0.855799373040752	0.876175548589342	0.889498432601881	0.90282131661442	0.915360501567398
"ERCC6L"	0.649686520376176	0.682601880877743	0.70141065830721	0.727272727272727	0.746081504702194	0.761755485893417
"ERCC6L2"	0.95846394984326	0.970219435736677	0.974921630094044	0.980407523510972	0.981191222570533	0.984326018808777
"ERCC8"	0.99294670846395	0.993730407523511	0.993730407523511	0.995297805642633	0.996081504702194	0.996865203761755
"ERF"	0.68025078369906	0.706112852664577	0.74294670846395	0.772727272727273	0.797021943573668	0.814263322884012
"ERFE"	0.108934169278997	0.122257053291536	0.130877742946708	0.134796238244514	0.140282131661442	0.147335423197492
"ERFL"	0.0572100313479624	0.0603448275862069	0.0634796238244514	0.0658307210031348	0.072884012539185	0.0783699059561129
"ERG28"	0.796238244514107	0.815047021943574	0.829937304075235	0.844043887147335	0.85423197492163	0.867554858934169
"ERGIC1"	0.959247648902821	0.971003134796238	0.977272727272727	0.982758620689655	0.986677115987461	0.994514106583072
"ERGIC2"	0.955329153605016	0.960031347962382	0.96551724137931	0.975705329153605	0.981974921630094	0.996865203761755
"ERGIC3"	0.969435736677116	0.976489028213166	0.979623824451411	0.983542319749216	0.989028213166144	0.995297805642633
"ERH"	1	1	1	1	1	1
"ERI1"	0.972570532915361	0.980407523510972	0.99294670846395	0.997648902821317	0.998432601880878	0.999216300940439
"ERI2"	0.885579937304075	0.903605015673981	0.918495297805643	0.92398119122257	0.938871473354232	0.947492163009404
"ERI3"	0.963949843260188	0.966300940438871	0.972570532915361	0.989811912225705	0.99294670846395	0.993730407523511
"ERICD"	0.0391849529780564	0.0431034482758621	0.0493730407523511	0.0517241379310345	0.0556426332288401	0.0579937304075235
"ERICH1"	0.990595611285266	0.991379310344828	0.99294670846395	0.993730407523511	1	1
"ERICH2"	0.279780564263323	0.300156739811912	0.318181818181818	0.334639498432602	0.355015673981191	0.369905956112853
"ERLEC1"	0.894200626959248	0.914576802507837	0.927899686520376	0.934169278996865	0.940438871473354	0.961598746081505
"ERLIN1"	0.724921630094044	0.755485893416928	0.779780564263323	0.801724137931034	0.820532915360502	0.840909090909091
"ERLIN2"	0.842476489028213	0.86833855799373	0.884796238244514	0.894200626959248	0.913009404388715	0.922413793103448
"ERMAP"	0.93025078369906	0.93730407523511	0.946708463949843	0.956112852664577	0.963166144200627	0.969435736677116
"ERMARD"	0.519592476489028	0.547021943573668	0.579153605015674	0.619122257053291	0.642633228840125	0.671630094043887
"ERMP1"	0.543887147335423	0.584639498432602	0.601097178683386	0.619905956112853	0.639498432601881	0.662225705329154
"ERN1"	0.677115987460815	0.705329153605016	0.731974921630094	0.749216300940439	0.77115987460815	0.800940438871473
"ERO1A"	0.959247648902821	0.964733542319749	0.967868338557994	0.969435736677116	0.972570532915361	0.975705329153605
"ERO1B"	0.106583072100313	0.119122257053292	0.129310344827586	0.139498432601881	0.153605015673981	0.165360501567398
"ERP29"	0.994514106583072	1	1	1	1	1
"ERP44"	0.981974921630094	0.981974921630094	0.985109717868339	0.9858934169279	0.991379310344828	0.992163009404389
"ERRFI1"	0.0391849529780564	0.0415360501567398	0.0431034482758621	0.0438871473354232	0.0501567398119122	0.0540752351097179
"ERV3.1"	0.792319749216301	0.820532915360502	0.848746081504702	0.867554858934169	0.893416927899687	0.90987460815047
"ERVH48.1"	0.0454545454545455	0.0478056426332288	0.0517241379310345	0.054858934169279	0.0556426332288401	0.0579937304075235
"ERVK13.1"	0.70846394984326	0.7358934169279	0.767241379310345	0.795454545454545	0.820532915360502	0.839341692789969
"ERVK3.1"	0.952978056426332	0.960815047021944	0.962382445141066	0.967868338557994	0.973354231974922	0.974921630094044
"ERVMER61.1"	0.999216300940439	1	1	1	1	1
"ESAM"	0.670846394984326	0.695924764890282	0.724921630094044	0.754702194357367	0.775078369905956	0.790752351097179
"ESCO1"	0.999216300940439	1	1	1	1	1
"ESCO2"	0.829937304075235	0.846394984326019	0.863636363636364	0.879310344827586	0.889498432601881	0.894984326018809
"ESD"	0.983542319749216	0.991379310344828	0.995297805642633	0.996865203761755	0.997648902821317	0.999216300940439
"ESF1"	0.992163009404389	0.993730407523511	0.996865203761755	0.998432601880878	0.998432601880878	0.998432601880878
"ESPL1"	0.662225705329154	0.69435736677116	0.718652037617555	0.738244514106583	0.765673981191223	0.786050156739812
"ESPN"	0.0258620689655172	0.0282131661442006	0.0297805642633229	0.0344827586206897	0.0344827586206897	0.0391849529780564
"ESPNL"	0.0501567398119122	0.0517241379310345	0.0579937304075235	0.0595611285266458	0.0626959247648903	0.0681818181818182
"ESR2"	0.0219435736677116	0.0227272727272727	0.0235109717868339	0.0235109717868339	0.0250783699059561	0.0274294670846395
"ESRP1"	0.30564263322884	0.33307210031348	0.358150470219436	0.376959247648903	0.399686520376176	0.418495297805643
"ESRRA"	0.947492163009404	0.956896551724138	0.95846394984326	0.960031347962382	0.96551724137931	0.971786833855799
"ESRRB"	0.36128526645768	0.387147335423198	0.413793103448276	0.43730407523511	0.456112852664577	0.473354231974922
"ESS2"	0.924764890282132	0.943573667711599	0.957680250783699	0.96551724137931	0.969435736677116	0.977272727272727
"ESYT1"	0.962382445141066	0.969435736677116	0.974137931034483	0.980407523510972	0.981974921630094	0.9858934169279
"ESYT2"	0.986677115987461	0.987460815047022	0.992163009404389	0.992163009404389	0.992163009404389	0.992163009404389
"ETAA1"	0.70846394984326	0.7358934169279	0.760971786833856	0.782915360501567	0.811128526645768	0.830721003134796
"ETF1"	0.97884012539185	0.97884012539185	0.981191222570533	0.984326018808777	0.985109717868339	0.986677115987461
"ETFA"	0.998432601880878	1	1	1	1	1
"ETFB"	0.980407523510972	0.981974921630094	0.989028213166144	0.991379310344828	0.994514106583072	0.994514106583072
"ETFBKMT"	0.0697492163009404	0.0736677115987461	0.0768025078369906	0.0830721003134796	0.0932601880877743	0.101880877742947
"ETFDH"	0.75	0.773510971786834	0.800156739811912	0.83307210031348	0.865987460815047	0.88871473354232
"ETFRF1"	0.822100313479624	0.855799373040752	0.884796238244514	0.903605015673981	0.914576802507837	0.924764890282132
"ETHE1"	0.713166144200627	0.745297805642633	0.75705329153605	0.772727272727273	0.789184952978056	0.79858934169279
"ETNK1"	0.998432601880878	1	1	1	1	1
"ETNK2"	0.288401253918495	0.304075235109718	0.336990595611285	0.370689655172414	0.394200626959248	0.40987460815047
"ETS2"	0.788401253918495	0.817398119122257	0.846394984326019	0.869122257053291	0.887931034482759	0.894200626959248
"ETV1"	0.753134796238245	0.790752351097179	0.817398119122257	0.82601880877743	0.850313479623824	0.869122257053291
"ETV2"	0.195141065830721	0.220219435736677	0.241379310344828	0.256269592476489	0.265673981191223	0.278996865203762
"ETV3"	0.449059561128527	0.474137931034483	0.501567398119122	0.52115987460815	0.547021943573668	0.568181818181818
"ETV4"	0.93025078369906	0.94435736677116	0.964733542319749	0.971786833855799	0.97884012539185	0.984326018808777
"ETV5"	0.872257053291536	0.892633228840125	0.90282131661442	0.91692789968652	0.932601880877743	0.945141065830721
"ETV6"	0.985109717868339	0.990595611285266	0.991379310344828	0.991379310344828	0.991379310344828	0.991379310344828
"EVA1B"	0.820532915360502	0.84717868338558	0.869122257053291	0.880877742946709	0.893416927899687	0.903605015673981
"EVA1C"	0.0227272727272727	0.030564263322884	0.0336990595611285	0.0391849529780564	0.0423197492163009	0.0438871473354232
"EVI2A"	0.0493730407523511	0.0579937304075235	0.0673981191222571	0.0736677115987461	0.0838557993730407	0.0924764890282132
"EVI2B"	0.253134796238245	0.270376175548589	0.293103448275862	0.311912225705329	0.325235109717868	0.347962382445141
"EVI5"	0.998432601880878	1	1	1	1	1
"EVI5L"	0.373824451410658	0.394984326018809	0.429467084639498	0.452978056426332	0.475705329153605	0.498432601880878
"EVL"	0.982758620689655	0.982758620689655	0.985109717868339	0.989811912225705	0.991379310344828	0.992163009404389
"EVPL"	0.030564263322884	0.0344827586206897	0.036833855799373	0.0391849529780564	0.0399686520376176	0.0415360501567398
"EWSAT1"	0.0329153605015674	0.0352664576802508	0.0399686520376176	0.0462382445141066	0.0493730407523511	0.0532915360501567
"EWSR1"	0.987460815047022	0.992163009404389	0.992163009404389	0.992163009404389	0.992163009404389	0.992163009404389
"EXD1"	0.0164576802507837	0.0203761755485893	0.0227272727272727	0.0250783699059561	0.0258620689655172	0.030564263322884
"EXD2"	0.427899686520376	0.461598746081505	0.4858934169279	0.502351097178683	0.53448275862069	0.563479623824451
"EXD3"	0.763322884012539	0.793103448275862	0.811128526645768	0.836206896551724	0.858150470219436	0.876175548589342
"EXO1"	0.901253918495298	0.920062695924765	0.932601880877743	0.93730407523511	0.943573667711599	0.946708463949843
"EXO5"	0.572884012539185	0.605015673981191	0.622257053291536	0.663009404388715	0.683385579937304	0.706896551724138
"EXOC1"	0.947492163009404	0.962382445141066	0.971786833855799	0.975705329153605	0.97884012539185	0.982758620689655
"EXOC2"	0.980407523510972	0.983542319749216	0.986677115987461	0.986677115987461	0.987460815047022	0.993730407523511
"EXOC3"	0.979623824451411	0.987460815047022	0.988244514106583	0.994514106583072	0.996081504702194	0.997648902821317
"EXOC3.AS1"	0.508620689655172	0.543103448275862	0.57601880877743	0.60423197492163	0.626959247648903	0.656739811912226
"EXOC3L2"	0.671630094043887	0.711598746081505	0.739811912225705	0.7641065830721	0.780564263322884	0.809561128526646
"EXOC3L4"	0.179467084639498	0.195924764890282	0.207680250783699	0.225705329153605	0.233542319749216	0.251567398119122
"EXOC4"	1	1	1	1	1	1
"EXOC5"	0.962382445141066	0.967868338557994	0.971003134796238	0.978056426332288	0.978056426332288	0.979623824451411
"EXOC6"	0.996865203761755	1	1	1	1	1
"EXOC6B"	0.952978056426332	0.963949843260188	0.972570532915361	0.977272727272727	0.982758620689655	0.986677115987461
"EXOC7"	0.869905956112853	0.890282131661442	0.900470219435737	0.911442006269592	0.919278996865204	0.933385579937304
"EXOC8"	0.490595611285266	0.523510971786834	0.553291536050157	0.588557993730408	0.616771159874608	0.63166144200627
"EXOG"	0.849529780564263	0.88166144200627	0.899686520376176	0.922413793103448	0.933385579937304	0.938871473354232
"EXOSC1"	0.920846394984326	0.931818181818182	0.947492163009404	0.953761755485893	0.957680250783699	0.960031347962382
"EXOSC10"	0.976489028213166	0.979623824451411	0.979623824451411	0.987460815047022	0.991379310344828	0.994514106583072
"EXOSC10.AS1"	0.11128526645768	0.121473354231975	0.130877742946708	0.144984326018809	0.156739811912226	0.16692789968652
"EXOSC2"	0.914576802507837	0.92398119122257	0.943573667711599	0.95846394984326	0.967084639498433	0.968652037617555
"EXOSC3"	0.92398119122257	0.93730407523511	0.94435736677116	0.949843260188088	0.956112852664577	0.961598746081505
"EXOSC4"	0.89576802507837	0.907523510971787	0.912225705329154	0.917711598746082	0.921630094043887	0.924764890282132
"EXOSC5"	0.928683385579937	0.931818181818182	0.938087774294671	0.953761755485893	0.957680250783699	0.957680250783699
"EXOSC6"	0.950626959247649	0.963166144200627	0.971786833855799	0.975705329153605	0.980407523510972	0.986677115987461
"EXOSC7"	0.980407523510972	0.984326018808777	0.986677115987461	0.988244514106583	0.992163009404389	0.999216300940439
"EXOSC8"	0.989811912225705	0.999216300940439	0.999216300940439	0.999216300940439	1	1
"EXOSC9"	0.952194357366771	0.956112852664577	0.962382445141066	0.971786833855799	0.981974921630094	0.985109717868339
"EXPH5"	0.974921630094044	0.981191222570533	0.983542319749216	0.9858934169279	0.988244514106583	0.989811912225705
"EXT1"	0.975705329153605	0.976489028213166	0.978056426332288	0.987460815047022	0.990595611285266	0.993730407523511
"EXT2"	0.876959247648903	0.896551724137931	0.911442006269592	0.924764890282132	0.934952978056426	0.947492163009404
"EXTL1"	0.024294670846395	0.0282131661442006	0.0297805642633229	0.0329153605015674	0.0344827586206897	0.036833855799373
"EXTL2"	0.923197492163009	0.939655172413793	0.950626959247649	0.959247648902821	0.970219435736677	0.971003134796238
"EXTL3"	0.934169278996865	0.947492163009404	0.955329153605016	0.960815047021944	0.96551724137931	0.970219435736677
"EXTL3.AS1"	0.0266457680250784	0.0329153605015674	0.036833855799373	0.0415360501567398	0.0431034482758621	0.0446708463949843
"EYA3"	0.976489028213166	0.982758620689655	0.990595611285266	0.996865203761755	1	1
"EYS"	0.181034482758621	0.202194357366771	0.22257053291536	0.2358934169279	0.247648902821317	0.261755485893417
"EZH1"	0.875391849529781	0.89576802507837	0.90987460815047	0.93025078369906	0.938087774294671	0.948275862068966
"EZH2"	0.994514106583072	0.994514106583072	0.996865203761755	0.998432601880878	1	1
"EZR"	0.9858934169279	0.9858934169279	0.988244514106583	0.994514106583072	0.994514106583072	1
"EZR.AS1"	0.0893416927899686	0.105015673981191	0.112068965517241	0.122257053291536	0.126959247648903	0.134796238244514
"F11R"	0.829153605015674	0.851097178683386	0.873824451410658	0.89576802507837	0.908307210031348	0.919278996865204
"F12"	0.768808777429467	0.788401253918495	0.808777429467085	0.835423197492163	0.858150470219436	0.869122257053291
"F2R"	0.693573667711599	0.720219435736677	0.759404388714734	0.786050156739812	0.806426332288401	0.828369905956113
"F2RL2"	0.0321316614420063	0.0344827586206897	0.0423197492163009	0.0438871473354232	0.0478056426332288	0.0501567398119122
"F2RL3"	0.397335423197492	0.425548589341693	0.452978056426332	0.489811912225705	0.518025078369906	0.547805642633229
"F8"	0.629310344827586	0.65282131661442	0.675548589341693	0.699059561128527	0.725705329153605	0.744514106583072
"FAAH"	0.0736677115987461	0.0760188087774295	0.0783699059561129	0.0807210031347962	0.0830721003134796	0.0877742946708464
"FAAH2"	0.164576802507837	0.18025078369906	0.202978056426332	0.230407523510972	0.25	0.268025078369906
"FAAP100"	0.695924764890282	0.735109717868339	0.774294670846395	0.800156739811912	0.815830721003135	0.829153605015674
"FAAP20"	0.919278996865204	0.931034482758621	0.93730407523511	0.943573667711599	0.943573667711599	0.94435736677116
"FAAP24"	0.399686520376176	0.425548589341693	0.450626959247649	0.46551724137931	0.487460815047022	0.511755485893417
"FABP3"	0.0297805642633229	0.0329153605015674	0.0352664576802508	0.0384012539184953	0.0399686520376176	0.0407523510971787
"FABP5"	0.961598746081505	0.962382445141066	0.967084639498433	0.974921630094044	0.977272727272727	0.977272727272727
"FABP6"	0.0478056426332288	0.0525078369905956	0.0556426332288401	0.0603448275862069	0.0634796238244514	0.0673981191222571
"FADD"	0.658307210031348	0.677899686520376	0.705329153605016	0.733542319749216	0.75	0.762539184952978
"FADS1"	0.983542319749216	0.991379310344828	0.991379310344828	0.991379310344828	0.991379310344828	0.991379310344828
"FADS2"	0.68730407523511	0.732758620689655	0.764890282131661	0.787617554858934	0.811912225705329	0.838557993730408
"FADS3"	0.620689655172414	0.655956112852665	0.695924764890282	0.727272727272727	0.758620689655172	0.785266457680251
"FADS6"	0.0360501567398119	0.0407523510971787	0.0462382445141066	0.04858934169279	0.0540752351097179	0.0572100313479624
"FAF1"	1	1	1	1	1	1
"FAF2"	0.991379310344828	0.991379310344828	0.992163009404389	1	1	1
"FAH"	0.865987460815047	0.882445141065831	0.891849529780564	0.906739811912226	0.924764890282132	0.943573667711599
"FAHD1"	0.624608150470219	0.652037617554859	0.681034482758621	0.710815047021944	0.74294670846395	0.759404388714734
"FAHD2A"	0.75	0.78448275862069	0.814263322884012	0.830721003134796	0.847962382445141	0.865203761755486
"FAHD2B"	0.619122257053291	0.64576802507837	0.685736677115988	0.71551724137931	0.745297805642633	0.763322884012539
"FAIM"	0.832288401253918	0.851880877742947	0.86833855799373	0.884796238244514	0.900470219435737	0.920846394984326
"FALEC"	0.148902821316614	0.154388714733542	0.170062695924765	0.182601880877743	0.191222570532915	0.206112852664577
"FAM102A"	0.40282131661442	0.439655172413793	0.461598746081505	0.483542319749216	0.512539184952978	0.538401253918495
"FAM102B"	0.988244514106583	0.996865203761755	0.998432601880878	1	1	1
"FAM104A"	0.929467084639498	0.94435736677116	0.950626959247649	0.953761755485893	0.95846394984326	0.964733542319749
"FAM104B"	0.60423197492163	0.633228840125392	0.663793103448276	0.684952978056426	0.700626959247649	0.720219435736677
"FAM107A"	0.0250783699059561	0.0282131661442006	0.0321316614420063	0.0344827586206897	0.036833855799373	0.0391849529780564
"FAM107B"	0.0415360501567398	0.0462382445141066	0.0509404388714734	0.0540752351097179	0.0556426332288401	0.0587774294670846
"FAM110A"	0.352664576802508	0.379310344827586	0.40987460815047	0.438871473354232	0.456896551724138	0.4858934169279
"FAM110D"	0.117554858934169	0.13166144200627	0.14576802507837	0.157523510971787	0.16692789968652	0.183385579937304
"FAM114A1"	0.212382445141066	0.229623824451411	0.242163009404389	0.260971786833856	0.273510971786834	0.289184952978056
"FAM114A2"	0.627742946708464	0.655956112852665	0.682601880877743	0.709247648902821	0.725705329153605	0.741379310344828
"FAM117A"	0.952978056426332	0.959247648902821	0.963166144200627	0.975705329153605	0.981974921630094	0.986677115987461
"FAM117B"	0.968652037617555	0.974921630094044	0.97884012539185	0.984326018808777	0.99294670846395	0.99294670846395
"FAM118A"	0.963949843260188	0.971786833855799	0.978056426332288	0.97884012539185	0.980407523510972	0.989811912225705
"FAM118B"	0.85423197492163	0.877742946708464	0.898119122257053	0.919278996865204	0.940438871473354	0.955329153605016
"FAM120A"	0.980407523510972	0.985109717868339	0.989028213166144	0.997648902821317	0.998432601880878	0.999216300940439
"FAM120AOS"	0.908307210031348	0.922413793103448	0.941222570532915	0.945141065830721	0.949843260188088	0.953761755485893
"FAM120B"	0.962382445141066	0.978056426332288	0.979623824451411	0.980407523510972	0.981974921630094	0.991379310344828
"FAM120C"	0.75	0.7641065830721	0.789184952978056	0.810344827586207	0.827586206896552	0.858150470219436
"FAM122A"	0.491379310344828	0.529780564263323	0.556426332288401	0.58307210031348	0.61128526645768	0.641065830721003
"FAM122B"	0.603448275862069	0.643416927899687	0.683385579937304	0.709247648902821	0.735109717868339	0.750783699059561
"FAM122C"	0.120689655172414	0.133228840125392	0.143416927899687	0.15282131661442	0.163793103448276	0.174764890282132
"FAM126A"	0.976489028213166	0.981974921630094	0.987460815047022	0.992163009404389	0.999216300940439	1
"FAM126B"	0.981974921630094	0.9858934169279	0.990595611285266	0.993730407523511	0.995297805642633	0.995297805642633
"FAM131A"	0.108150470219436	0.113636363636364	0.123040752351097	0.141849529780564	0.158307210031348	0.163793103448276
"FAM133B"	0.995297805642633	1	1	1	1	1
"FAM135A"	0.977272727272727	0.983542319749216	0.988244514106583	0.991379310344828	0.999216300940439	0.999216300940439
"FAM136A"	0.985109717868339	0.987460815047022	0.994514106583072	0.997648902821317	0.999216300940439	0.999216300940439
"FAM13A"	0.995297805642633	0.999216300940439	0.999216300940439	0.999216300940439	1	1
"FAM13A.AS1"	0.229623824451411	0.245297805642633	0.258620689655172	0.28448275862069	0.300156739811912	0.320532915360502
"FAM13B"	0.977272727272727	0.979623824451411	0.983542319749216	0.991379310344828	0.995297805642633	0.995297805642633
"FAM149B1"	0.547805642633229	0.585423197492163	0.620689655172414	0.644200626959248	0.669278996865204	0.692789968652038
"FAM151B"	0.490595611285266	0.532131661442006	0.561128526645768	0.600313479623824	0.634012539184953	0.65987460815047
"FAM153CP"	0.35423197492163	0.376959247648903	0.405172413793103	0.433385579937304	0.459247648902821	0.484326018808777
"FAM155A"	0.276645768025078	0.297805642633229	0.315830721003135	0.326802507836991	0.344827586206897	0.36128526645768
"FAM156A"	0.195924764890282	0.21551724137931	0.234326018808777	0.244514106583072	0.258620689655172	0.270376175548589
"FAM157C"	0.147335423197492	0.167711598746081	0.176332288401254	0.184952978056426	0.192789968652038	0.204545454545455
"FAM160A1"	0.0407523510971787	0.0438871473354232	0.0501567398119122	0.0556426332288401	0.0603448275862069	0.0619122257053292
"FAM160A2"	0.410658307210031	0.443573667711599	0.463166144200627	0.491379310344828	0.519592476489028	0.540752351097179
"FAM160B1"	0.441222570532915	0.470219435736677	0.5141065830721	0.54858934169279	0.574451410658307	0.598746081504702
"FAM160B2"	0.521943573667712	0.553291536050157	0.579153605015674	0.602664576802508	0.621473354231975	0.637931034482759
"FAM161A"	0.539184952978056	0.565830721003135	0.598746081504702	0.623824451410658	0.644984326018809	0.667711598746082
"FAM161B"	0.0901253918495298	0.0979623824451411	0.107366771159875	0.115203761755486	0.121473354231975	0.129310344827586
"FAM162A"	0.979623824451411	0.981974921630094	0.983542319749216	0.9858934169279	0.987460815047022	0.989028213166144
"FAM168A"	0.945141065830721	0.961598746081505	0.968652037617555	0.973354231974922	0.97884012539185	0.981191222570533
"FAM168B"	0.975705329153605	0.978056426332288	0.985109717868339	0.994514106583072	0.998432601880878	0.999216300940439
"FAM171A1"	0.979623824451411	0.981191222570533	0.981974921630094	0.987460815047022	0.988244514106583	0.991379310344828
"FAM171A2"	0.35423197492163	0.382445141065831	0.411442006269592	0.435736677115987	0.452194357366771	0.477272727272727
"FAM172A"	0.976489028213166	0.983542319749216	0.986677115987461	0.989028213166144	0.989811912225705	0.992163009404389
"FAM174A"	0.450626959247649	0.480407523510972	0.50705329153605	0.536833855799373	0.561912225705329	0.586990595611285
"FAM174B"	0.446708463949843	0.481974921630094	0.516457680250784	0.544670846394984	0.58307210031348	0.615987460815047
"FAM174C"	0.978056426332288	0.983542319749216	0.988244514106583	0.991379310344828	0.99294670846395	0.999216300940439
"FAM177A1"	0.960815047021944	0.969435736677116	0.971003134796238	0.972570532915361	0.982758620689655	0.982758620689655
"FAM177B"	0.0258620689655172	0.0329153605015674	0.036833855799373	0.0423197492163009	0.0470219435736677	0.04858934169279
"FAM178B"	0.947492163009404	0.959247648902821	0.961598746081505	0.963949843260188	0.96551724137931	0.968652037617555
"FAM181B"	0.247648902821317	0.274294670846395	0.289968652037618	0.31269592476489	0.331504702194357	0.344827586206897
"FAM182A"	0.0219435736677116	0.0227272727272727	0.024294670846395	0.0266457680250784	0.0274294670846395	0.0313479623824451
"FAM182B"	0.0501567398119122	0.0532915360501567	0.0595611285266458	0.0673981191222571	0.072884012539185	0.0807210031347962
"FAM184A"	0.994514106583072	0.994514106583072	1	1	1	1
"FAM184B"	0.229623824451411	0.260971786833856	0.280564263322884	0.322100313479624	0.341692789968652	0.358150470219436
"FAM185A"	0.688871473354232	0.713166144200627	0.734326018808777	0.753918495297806	0.778213166144201	0.800940438871473
